,tweet_dt,topic,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
153,2020-05-25,Iphone xr,1265036622015238144,xrpvdfms,HotDeals,TT&amp;C Short iPhone Cable Charger [ 6 inches ] Sync and Charging Data Cord Compatible with iPhone 11/ Xs/Xs Max/Xr/X/… https://t.co/WWrdXalmFg,0,0,0,False
154,2020-05-25,Iphone xr,1265036184079814658,whitestone_UK,𝙒𝙃𝙄𝙏𝙀𝙎𝙏𝙊𝙉𝙀𝘿𝙊𝙈𝙀_𝙐𝙆,"🔥 iPhone SE + Apple Watch Dome Glass 🔥

Get the best quality protection for both your phone and your watch!… https://t.co/hqEY4rBXXG",0,0,0,False
155,2020-05-25,Iphone xr,1265033789639663616,NinoCraig,nino andretti,"Some tweets will say from iPhone and some will say from Android. 

Personally I like my Samsung s8 better than this XR so far.",0,0,0,False
156,2020-05-25,Iphone xr,1265029632312705031,vibinwithtre,Your favorite gemini 🥂,This iPhone XR camera does me no justice 😭 i look like I just came out the hood... https://t.co/6e55qDZSZq,0,0,0,False
157,2020-05-25,Iphone xr,1265029394101415936,tytivity,𝘵𝘺.,if anyone knows of some cute iphone xr cases please link them cause i cant find any https://t.co/1Wrqh2BOoS,1,0,0,False
158,2020-05-25,Iphone xr,1265029105575251969,stealsrus_com,StealsRUs,"Amoner Wall Charger, Upgraded 2Pack 15W 3-Port USB Plug Cube Portable Wall Charger Plug for iPhone Xs/XS Max/XR/X/8… https://t.co/g34AKDpLSG",1,0,0,False
159,2020-05-25,Iphone xr,1265029033286176768,marywillhite16,Mary Willhite,FlexGear Clear Case for iPhone XR and 2 Glass Screen Protectors (Clear) https://t.co/9iY5zTLGER https://t.co/spDNniuWqA,0,0,0,False
160,2020-05-25,Iphone xr,1265028881771364352,elliehby,ellie,@AppleSupport I have an Iphone XR it was saying my storage is full - I went to delete photos and apps and they didn… https://t.co/FXHtFTO7JP,0,0,0,False
161,2020-05-25,Iphone xr,1265028647150333952,whitestonedome,Whitestone Dome,"🔥 iPhone SE + Apple Watch Dome Glass 🔥

Get the best quality protection for both your phone and your watch!… https://t.co/MxL4gtJ3GP",0,0,0,False
162,2020-05-25,Iphone xr,1265025446481182727,akujipatel,Rashesh Patel,"Automobile Cellphone Holder , Mpow Windscreen Automobile Mount Grip Flex Common Lengthy Arm Windshield Automobile C… https://t.co/LTsmS2UVqn",0,0,0,False
163,2020-05-25,Iphone xr,1265025042590633985,techwear_uk,TechWear UK,Looking for a steal? Clear Transparent Silicone Phone Case Cover For iPhone X XS XR XS Max 8 7 6... is now selling… https://t.co/6cxJol3aVF,0,0,0,False
164,2020-05-25,Iphone xr,1265024938882355200,LARADistributer,LARA Distributor,🤯 You won’t believe this! Automatic Wireless Car Charger For iPhone XS XR X 8 Samsung S10 S9 S8 selling at $18.16 U… https://t.co/B6skaJwyFC,0,0,0,False
165,2020-05-25,Iphone xr,1265024248487215104,sozdrol,v. Aries ♈️,iPhone xr and 6 for sell,0,0,0,False
166,2020-05-25,Iphone xr,1265023962100101121,connieamos37,Connie Amos,Magnetic Phone Car Mount- FlePow Universal 360° Rotation Magnetic Dashboard Cell Phone Holder for Car Compatible wi… https://t.co/wTmOgWOip2,0,0,0,False
167,2020-05-25,Iphone xr,1265023808647262208,mistyclaros62,Misty Claros,Bike Phone Mount for any Smart Phone: iPhone 11 PRO Max XS XR X 8 7 6 5 Plus Samsung Galaxy S20 S10 S9 S8 S7 S6 S5… https://t.co/mZivtNJ2QQ,0,0,0,False
168,2020-05-25,Iphone xr,1265022929311580160,SDeal4u,SmartDeal4u,#hashtag4 Luxury Shock-proof Case For iPhone XS Max X 10 XR iPhone 6s 6 6Plus 6SPlus iPhone 7 8 7Plus 8Plus HD Clea… https://t.co/T4IhKb6MJf,0,0,0,False
169,2020-05-25,Iphone xr,1265022805407485952,lorinechang35,Lorine Chang,"USB C Charger, Anker 36W 2-Port PIQ 3.0 Type C Wall Charger, PowerPort III Duo, Foldable Plug, Power Delivery for i… https://t.co/K4QUSHCp3x",0,0,0,False
170,2020-05-25,Iphone xr,1265022704941330432,connieamos37,Connie Amos,"Hiearcool Universal Waterproof Case,Waterproof Phone Pouch for iPhone 11 Pro Max XS Max XR X 8 7 6S Plus Samsung Ga… https://t.co/ayZBOaYbY3",0,0,0,False
171,2020-05-25,Iphone xr,1265022700701048838,qtSera,Seraph🌎☄️💕®,@danielbyrnes82 iphone XR. gonna wait for this to crap out before i get the Galaxy s20 :/,0,0,0,False
172,2020-05-25,Iphone xr,1265022699316879360,GrindPushSweat,Jonathan Ozek,"This is for the @AppleSupport. I love running and working out, fitness is my world. I love to do everything with… https://t.co/jHXTnhmCei",0,0,0,False
173,2020-05-25,Iphone xr,1265021241305567235,ichitaso_bot,ichitaso bot,[SETUP] iPhone XR with iOS 13.5 (iOS 14 Concept by me) https://t.co/AHtoLspZfM https://t.co/ad7agvff0G,0,0,0,False
174,2020-05-25,Iphone xr,1265021081108090880,marygleason49,Mary Gleason,OtterBox Defender Series Screenless Edition Case for iPhone Xr - Retail Packaging - Black https://t.co/mtPiBVMhN8 https://t.co/yrgP2Owk2I,0,0,0,False
175,2020-05-25,Iphone xr,1265021012518690816,wonniebby,𝐥𝐞𝐯𝐢.＾＾,"so,,, 
KH WH - iphone 11 max pro
CK JH SN - iphone 11 pro
MH - iphone 11
HW - iphone 11 pro/ max (?) or is he still using iphone XR ?",0,0,0,False
176,2020-05-25,Iphone xr,1265020845388369921,NGamiotea,buyandfast,#hashtag2 3.1A Mini USB Car Charger For iPhone XR 8 7 Fast Car Phone Chargers Fast Charging With LED Display Dual U… https://t.co/qYGyPXVgpS,0,0,0,False
177,2020-05-25,Iphone xr,1265020349734768640,zellalamm40,Zella Lamm,PLmuzsz MFi Certified iPhone Charger Lightning Cable 5 Pack High Speed Nylon Braided USB Fast Charging&amp;Data Syncs C… https://t.co/zGDKHhwBJi,0,0,0,False
178,2020-05-25,Iphone xr,1265019297304399873,_lyriadanielle,L BOOG🧡,"soon as the new iPhone come out and im gettin it, can’t take this XR anymore😭",0,0,0,False
179,2020-05-25,Iphone xr,1265019034921324544,bigkuntry2307,that viking guy,@senexy27 iPhone 11 64 gb camera slightly better than my old xr,0,0,0,False
180,2020-05-25,Iphone xr,1265017286936735745,NEONHOMETOWN,emilie 🦕,i fr had an iphone 5s AN IPHONE 5S OK and i currently have a 6s right and i’m upgrading to an xr 🤩 upgrade of the fucking century,1,0,0,False
181,2020-05-25,Iphone xr,1265016994547535872,TweedJL,TweedJL,"@Kijiji the kijiji app keeps crashing on iOS latest version on my iPhone XR. Reboots, reinstalls, no luck. Started… https://t.co/cJuNsFcsWv",0,0,0,False
182,2020-05-25,Iphone xr,1265016449757671424,marywillhite16,Mary Willhite,iPhone Charger ALIWIKI Lightning Cable 3pack 6ft Extra Long Nylon Braided Syncing and Fast Charging Cord USB Cable… https://t.co/LC6sXbTzWp,0,0,0,False
183,2020-05-25,Iphone xr,1265015649581088769,AliKemalCesmeci,🅂🅃🄰🅈🄰🅃🄷🄾🄼🄴,"LISEN (6ft / 1.88m) iPhone Charger Cable, [ Apple MFi Certified ] [ Never Rupture ] Lightning to USB A Cable, 2.4A… https://t.co/nSmHgInMGq",0,0,0,False
184,2020-05-25,Iphone xr,1265015494798708736,pjmperfectlips,⟭⟬ Meghan ⁷𖧵⟬⟭☾,@saferions Lmao really? I have an iPhone 8 for like EVER before I got the XR. And then like 2 months later the 11 came out 😂,0,0,0,False
185,2020-05-25,Iphone xr,1265015390394093570,JRPeevers,Jenny Peevers,"So, in case anyone needs some light relief from the DC car crash: it appears the iPhone XR can survive a 2h 30min w… https://t.co/4Qinzu0T9e",3,0,0,False
186,2020-05-25,Iphone xr,1265014386126499846,Angie_Reyna_,Dysfunctional 🔪,@BestBuy are you gonna restock the iPhone XR,0,0,0,False
187,2020-05-25,Iphone xr,1265013531444944901,marygleason49,Mary Gleason,Phone Tripod Stand Selfie Stick 54 Inch Portable Aluminum Alloy Phone with Wireless Remote Shutter for iPhone Tripo… https://t.co/U7CqMMPg0f,0,0,0,False
188,2020-05-25,Iphone xr,1265013350339088384,EthamSnith,boring ethan,Hi. I want to say how great it is to be kind. Everyone’s going through personal struggles. I for one woke up at 1pm… https://t.co/H2vwvzNUmu,1,0,0,False
189,2020-05-25,Iphone xr,1265012538422571008,mobiletech360co,Mobile Tech 360,"Apple iPhone 7, 8, 6, 6s, 5, 5s, SE Plus ,X, XR, XS Max Sexy Floral Phone Case https://t.co/mCQMbu6QYk",0,0,0,False
190,2020-05-25,Iphone xr,1265012341516775425,CrazyMind90,CrazyMind 🇨🇦,"@Jakeashacks But it works fine on my friend's XR .. 13.5 , 
I restored my iPhone 3 times today because of this issue ..",0,0,0,False
191,2020-05-25,Iphone xr,1265009814876426240,LARADistributer,LARA Distributor,"Check out this product 😍 Wireless Phone Car Charger for iPhone xr Huawei Samsung Smart Phone 10W 😍 
by LARA Distrib… https://t.co/d7tEzmQwzd",0,0,0,False
192,2020-05-25,Iphone xr,1265008829931991040,bougieyoongi,𝖘𝖚𝖗𝖊⁷ + ᴀᴅ²,my biggest regret? getting the coral iphone xr instead of the yellow😔,1,0,0,False
193,2020-05-25,Iphone xr,1265007430037102594,alaa_express,AlaaExpress,Case For iPhone 6S 6 7 8 Plus XS Max Cover 3D Lace Flower Phone Shell For iPhone 5S 5 SE XR X 10 Sexy Lace Cases Ca… https://t.co/NS5p2IA3jz,0,0,0,False
